ClientUUId,Id,OrderType,OrderPrice,Discount,apply_promo,add_to_cart_total_sum,apply_personal_offer_total_sum,close_app_total_sum,create_order_total_sum,open_app_total_sum,open_bonusaction_total_sum,open_product_card_total_sum,remove_from_cart_total_sum,screen_cart_total_sum,screen_menu_total_sum,screen_profile_total_sum,all_events_total_sum,event_days_total_sum,events_months_total_sum,promo_october_total_sum,applied_promo_total_once,money_spent_total_sum,unique_products_total_sum,order_type_1_total_sum,order_type_2_total_sum,order_type_3_total_sum,days_since_last_order,unique_categories_total_sum,promo_value,promo_usage_ratio_total_sum,order_state_4_total_sum,order_state_11_total_sum,device_diversity,unique_sector_total_sum,order_payment_type_0,order_payment_type_1,order_payment_type_2,AvgTimeBetweenOrders,orders_weekday_0_total_sum,orders_weekday_1_total_sum,orders_weekday_2_total_sum,orders_weekday_3_total_sum,orders_weekday_4_total_sum,orders_weekday_5_total_sum,orders_weekday_6_total_sum,max_order_value,avg_discount,DaysBetweenFirstAndLastOrder,promo_discount_total_sum,promo_usage_ratio_october,unique_pizzeria_total_sum,category_1_promo_used,category_2_promo_used,category_3_promo_used,category_4_promo_used,category_5_promo_used,category_6_promo_used,category_7_promo_used,night_orders,total_discount_amount,unique_visit_tokens
000D3A25D54580E011E6DB077AC34C07,6,1,1249,30,1,9.0,0.0,12.0,3.0,13.0,0.0,9.0,3.0,7.0,16.0,3.0,75.0,3.0,1.0,18,False,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.02401921537229784,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1330,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0
000D3A25D54580E011E6EAAAD5CD2429,5,1,799,200,0,6.0,0.0,11.0,2.0,11.0,0.0,3.0,0.0,3.0,7.0,2.0,45.0,2.0,1.0,6,False,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.2503128911138924,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,800,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0
000D3A25D54580E011E6EAAAD5CD2429,7,1,1249,200,0,6.0,0.0,11.0,2.0,11.0,0.0,3.0,0.0,3.0,7.0,2.0,45.0,2.0,1.0,6,False,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.16012810248198558,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,800,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0
000D3A25D54580E011E6F60D468A250B,6,1,699,30,0,5.0,0.0,8.0,2.0,8.0,0.0,6.0,0.0,2.0,2.0,2.0,35.0,2.0,1.0,18,False,8086.0,18.0,25.0,0.0,0.0,19.0,3.0,0.04291845493562232,0.0,25.0,0.0,1.0,2.0,11.0,0.0,14.0,25.5,2.0,5.0,3.0,3.0,3.0,4.0,5.0,1230.0,30.230551150190056,204.0,2175,0.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,25.0,3081.0,2.0
000D3A25D54580E011E703C44E521D2C,7,1,799,200,0,14.0,2.0,23.0,3.0,24.0,1.0,6.0,0.0,6.0,21.0,9.0,109.0,5.0,1.0,18,True,16674.0,22.0,51.0,0.0,0.0,9.0,5.0,0.2503128911138924,0.4,51.0,0.0,2.0,1.0,0.0,0.0,51.0,8.444444444444445,0.0,14.0,13.0,3.0,13.0,2.0,6.0,2322.0,25.7629016982112,76.0,2285,0.6666666666666666,1.0,9.0,0.0,7.0,0.0,5.0,3.0,0.0,51.0,5353.0,6.0
000D3A25D54580E011E703C44E521D2C,7,1,1249,250,0,14.0,2.0,23.0,3.0,24.0,1.0,6.0,0.0,6.0,21.0,9.0,109.0,5.0,1.0,18,True,16674.0,22.0,51.0,0.0,0.0,9.0,5.0,0.200160128102482,0.4,51.0,0.0,2.0,1.0,0.0,0.0,51.0,8.444444444444445,0.0,14.0,13.0,3.0,13.0,2.0,6.0,2322.0,25.7629016982112,76.0,2285,0.6666666666666666,1.0,9.0,0.0,7.0,0.0,5.0,3.0,0.0,51.0,5353.0,6.0
000D3A25D54580E011E707340146E92B,5,1,799,200,0,17.0,0.0,24.0,4.0,25.0,0.0,1.0,4.0,12.0,20.0,2.0,109.0,5.0,1.0,18,False,5163.0,17.0,26.0,0.0,5.0,5.0,4.0,0.2503128911138924,0.0,31.0,0.0,1.0,1.0,0.0,0.0,31.0,25.75,6.0,2.0,1.0,0.0,1.0,19.0,2.0,873.0,0.0,206.0,1240,0.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,31.0,0.0,6.0
000D3A25D54580E011E707340146E92B,7,1,1199,200,0,17.0,0.0,24.0,4.0,25.0,0.0,1.0,4.0,12.0,20.0,2.0,109.0,5.0,1.0,18,False,5163.0,17.0,26.0,0.0,5.0,5.0,4.0,0.16680567139282734,0.0,31.0,0.0,1.0,1.0,0.0,0.0,31.0,25.75,6.0,2.0,1.0,0.0,1.0,19.0,2.0,873.0,0.0,206.0,1240,0.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,31.0,0.0,6.0
000D3A25D54580E611E7574E25C2F468,5,1,799,200,0,4.0,4.0,11.0,2.0,12.0,1.0,4.0,1.0,6.0,12.0,9.0,66.0,4.0,1.0,18,False,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.2503128911138924,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2960,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5.0
000D3A25D54580E711E75D77E50F410A,7,1,749,200,0,2.0,1.0,13.0,2.0,13.0,0.0,1.0,0.0,1.0,4.0,1.0,38.0,2.0,1.0,12,False,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.26702269692923897,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,845,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0
000D3A25D54580E911E77F3B51EE0059,7,1,799,200,0,4.0,1.0,8.0,2.0,7.0,1.0,9.0,2.0,6.0,17.0,14.0,71.0,2.0,1.0,18,True,6978.0,17.0,31.0,0.0,0.0,7.0,6.0,0.2503128911138924,0.3,31.0,0.0,1.0,1.0,0.0,0.0,31.0,19.88888888888889,4.0,4.0,1.0,8.0,10.0,2.0,2.0,1248.0,20.555806164708272,179.0,2140,0.0,1.0,3.0,2.0,1.0,0.0,0.0,1.0,0.0,31.0,1631.0,5.0
000D3A25D54580E911E77F3B51EE0059,5,1,1049,250,0,4.0,1.0,8.0,2.0,7.0,1.0,9.0,2.0,6.0,17.0,14.0,71.0,2.0,1.0,18,True,6978.0,17.0,31.0,0.0,0.0,7.0,6.0,0.23832221163012393,0.3,31.0,0.0,1.0,1.0,0.0,0.0,31.0,19.88888888888889,4.0,4.0,1.0,8.0,10.0,2.0,2.0,1248.0,20.555806164708272,179.0,2140,0.0,1.0,3.0,2.0,1.0,0.0,0.0,1.0,0.0,31.0,1631.0,5.0
000D3A26B5B080DD11E6B57A48BAF4D1,6,1,799,20,0,9.0,0.0,52.0,4.0,52.0,1.0,28.0,2.0,19.0,61.0,22.0,250.0,7.0,1.0,18,False,7957.0,15.0,13.0,0.0,5.0,10.0,5.0,0.025031289111389236,0.0,18.0,0.0,1.0,1.0,0.0,0.0,18.0,10.88888888888889,7.0,0.0,1.0,6.0,0.0,2.0,2.0,1157.0,17.658378737763588,98.0,1690,0.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,18.0,896.0,7.0
000D3A26B5B080DD11E6B57A48BAF4D1,5,1,1199,250,0,9.0,0.0,52.0,4.0,52.0,1.0,28.0,2.0,19.0,61.0,22.0,250.0,7.0,1.0,18,False,7957.0,15.0,13.0,0.0,5.0,10.0,5.0,0.2085070892410342,0.0,18.0,0.0,1.0,1.0,0.0,0.0,18.0,10.88888888888889,7.0,0.0,1.0,6.0,0.0,2.0,2.0,1157.0,17.658378737763588,98.0,1690,0.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,18.0,896.0,7.0
000D3A26B5B080DD11E6CC4AE4A8CC83,6,1,699,20,0,1.0,0.0,41.0,3.0,39.0,0.0,1.0,0.0,4.0,11.0,6.0,106.0,4.0,1.0,18,False,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.02861230329041488,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1710,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,7.0
000D3A26B5B080DD11E6D35AE24FDEAF,7,1,1249,200,0,4.0,0.0,14.0,2.0,15.0,0.0,1.0,0.0,3.0,9.0,2.0,50.0,3.0,1.0,18,False,8589.0,4.0,18.0,0.0,0.0,7.0,3.0,0.16012810248198558,0.0,18.0,0.0,1.0,2.0,0.0,0.0,18.0,30.857142857142858,0.0,2.0,4.0,1.0,4.0,0.0,7.0,3260.0,14.36072419543451,216.0,2950,0.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,18.0,869.0,3.0
000D3A26B5B080DD11E6DFE97EF22514,5,1,799,200,0,8.0,0.0,6.0,2.0,7.0,0.0,4.0,11.0,7.0,18.0,2.0,65.0,2.0,1.0,18,False,6784.0,19.0,23.0,0.0,2.0,17.0,5.0,0.2503128911138924,0.0,25.0,0.0,1.0,1.0,0.0,0.0,25.0,28.666666666666668,6.0,1.0,0.0,3.0,1.0,0.0,14.0,1638.0,6.640272675042463,172.0,1455,0.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,25.0,576.0,2.0
000D3A26B5B080DD11E6DFE97EF22514,5,1,1249,300,0,8.0,0.0,6.0,2.0,7.0,0.0,4.0,11.0,7.0,18.0,2.0,65.0,2.0,1.0,18,False,6784.0,19.0,23.0,0.0,2.0,17.0,5.0,0.2401921537229784,0.0,25.0,0.0,1.0,1.0,0.0,0.0,25.0,28.666666666666668,6.0,1.0,0.0,3.0,1.0,0.0,14.0,1638.0,6.640272675042463,172.0,1455,0.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,25.0,576.0,2.0
000D3A26B5B080DE11E7089CDA3DC35A,5,1,799,200,0,12.0,0.0,27.0,3.0,26.0,2.0,17.0,7.0,16.0,25.0,16.0,151.0,4.0,1.0,18,False,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.2503128911138924,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2315,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5.0
000D3A26B5B080DE11E7089CDA3DC35A,5,1,1249,250,0,12.0,0.0,27.0,3.0,26.0,2.0,17.0,7.0,16.0,25.0,16.0,151.0,4.0,1.0,18,False,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.200160128102482,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2315,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5.0
000D3A26B5B080DF11E71207B473A743,5,1,799,200,0,7.0,0.0,24.0,2.0,24.0,0.0,1.0,3.0,5.0,13.0,2.0,81.0,6.0,2.0,14,True,11925.0,16.0,50.0,0.0,0.0,14.0,4.0,0.2503128911138924,0.1,46.0,4.0,1.0,1.0,0.0,0.0,50.0,17.666666666666668,4.0,0.0,0.0,19.0,8.0,5.0,14.0,2067.0,12.739869679560867,159.0,2155,0.0,1.0,1.0,0.0,6.0,1.0,2.0,0.0,0.0,50.0,2353.0,7.0
000D3A26B5B080DF11E71E181A94A94D,5,1,699,200,0,2.0,0.0,17.0,2.0,14.0,0.0,12.0,0.0,2.0,12.0,0.0,61.0,4.0,2.0,14,False,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.2861230329041488,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,775,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0
000D3A26B5B080DF11E71E181A94A94D,5,1,1199,250,0,2.0,0.0,17.0,2.0,14.0,0.0,12.0,0.0,2.0,12.0,0.0,61.0,4.0,2.0,14,False,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.2085070892410342,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,775,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0
000D3A26B5B080DF11E7277E6B9383F5,6,1,749,25,0,8.0,2.0,11.0,2.0,12.0,0.0,9.0,3.0,7.0,18.0,3.0,75.0,2.0,1.0,14,True,8979.0,18.0,24.0,0.0,2.0,12.0,3.0,0.03337783711615487,0.42857142857142855,26.0,0.0,1.0,1.0,0.0,0.0,26.0,30.833333333333332,0.0,0.0,3.0,0.0,4.0,5.0,14.0,1498.0,24.709495014601348,185.0,2050,0.5,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,3119.0,2.0
000D3A26B5B080DF11E7277E6B9383F5,7,1,1249,250,0,8.0,2.0,11.0,2.0,12.0,0.0,9.0,3.0,7.0,18.0,3.0,75.0,2.0,1.0,14,True,8979.0,18.0,24.0,0.0,2.0,12.0,3.0,0.200160128102482,0.42857142857142855,26.0,0.0,1.0,1.0,0.0,0.0,26.0,30.833333333333332,0.0,0.0,3.0,0.0,4.0,5.0,14.0,1498.0,24.709495014601348,185.0,2050,0.5,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,3119.0,2.0
000D3A26B5B080DF11E727F8FDCEB003,5,1,749,200,0,5.0,0.0,17.0,2.0,19.0,0.0,21.0,1.0,12.0,33.0,13.0,123.0,3.0,1.0,18,False,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.26702269692923897,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1535,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0
000D3A26B5B080DF11E727F8FDCEB003,7,1,1149,200,0,5.0,0.0,17.0,2.0,19.0,0.0,21.0,1.0,12.0,33.0,13.0,123.0,3.0,1.0,18,False,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.17406440382941687,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1535,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0
000D3A26B5B080DF11E72CDD4A5742E2,5,1,799,200,0,6.0,0.0,17.0,3.0,16.0,0.0,15.0,1.0,8.0,24.0,5.0,95.0,3.0,1.0,18,False,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.2503128911138924,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1975,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,8.0
000D3A26B5B080DF11E72CDD4A5742E2,5,1,1249,250,0,6.0,0.0,17.0,3.0,16.0,0.0,15.0,1.0,8.0,24.0,5.0,95.0,3.0,1.0,18,False,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.200160128102482,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1975,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,8.0
000D3A26B5B080DF11E72E75E0AAE3F1,5,1,799,200,0,4.0,0.0,14.0,2.0,14.0,0.0,11.0,0.0,7.0,12.0,6.0,70.0,2.0,1.0,16,False,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.2503128911138924,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,310,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0
000D3A26B5B080DF11E72E75E0AAE3F1,6,1,1149,15,0,4.0,0.0,14.0,2.0,14.0,0.0,11.0,0.0,7.0,12.0,6.0,70.0,2.0,1.0,16,False,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.013054830287206266,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,310,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0
000D3A26B5B080DF11E72F01C855EAF5,6,1,599,20,0,20.0,0.0,29.0,4.0,30.0,0.0,3.0,6.0,15.0,19.0,11.0,137.0,4.0,1.0,14,False,6227.0,23.0,60.0,0.0,0.0,3.0,5.0,0.0333889816360601,0.0,60.0,0.0,1.0,1.0,50.0,0.0,10.0,7.888888888888889,11.0,18.0,0.0,5.0,23.0,0.0,3.0,1099.0,13.817139289362867,71.0,1390,0.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,60.0,1212.0,6.0
000D3A26B5B080DF11E748847B1FF888,5,1,749,200,0,6.0,0.0,60.0,4.0,60.0,3.0,15.0,1.0,12.0,29.0,13.0,203.0,4.0,1.0,18,False,7370.0,16.0,46.0,0.0,0.0,7.0,6.0,0.26702269692923897,0.0,46.0,0.0,1.0,1.0,0.0,0.0,46.0,10.333333333333334,11.0,8.0,10.0,13.0,4.0,0.0,0.0,1008.0,19.083900962525753,93.0,2135,0.0,3.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,46.0,1762.0,6.0
000D3A26B5B080DF11E7490A80727918,7,1,799,200,0,21.0,1.0,20.0,3.0,21.0,0.0,12.0,4.0,16.0,33.0,4.0,135.0,3.0,1.0,18,False,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.2503128911138924,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2525,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,6.0
000D3A26B5B080DF11E7490A80727918,7,1,1249,200,0,21.0,1.0,20.0,3.0,21.0,0.0,12.0,4.0,16.0,33.0,4.0,135.0,3.0,1.0,18,False,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.16012810248198558,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2525,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,6.0
000D3A26B5B080DF11E74F6815725E5E,7,1,1249,250,0,11.0,0.0,20.0,3.0,21.0,0.0,9.0,1.0,7.0,24.0,3.0,99.0,4.0,1.0,18,True,7422.0,28.0,30.0,0.0,11.0,5.0,5.0,0.200160128102482,0.4,41.0,0.0,1.0,1.0,0.0,0.0,41.0,8.555555555555555,0.0,0.0,0.0,9.0,4.0,12.0,16.0,1099.0,30.44525384649006,77.0,2865,0.0,2.0,3.0,0.0,10.0,2.0,5.0,2.0,0.0,41.0,2425.0,5.0
000D3A26B5B080DF11E7506A2FB37E87,6,1,599,25,0,6.0,0.0,33.0,3.0,35.0,0.0,5.0,0.0,14.0,34.0,17.0,147.0,5.0,2.0,18,False,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.041736227045075125,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2460,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,6.0
000D3A26B5B080DF11E751BFED77117D,6,1,749,25,0,18.0,3.0,40.0,2.0,40.0,3.0,32.0,12.0,22.0,52.0,5.0,229.0,5.0,1.0,18,False,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.03337783711615487,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1335,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0
000D3A26B5B080DF11E751BFED77117D,7,1,1249,250,0,18.0,3.0,40.0,2.0,40.0,3.0,32.0,12.0,22.0,52.0,5.0,229.0,5.0,1.0,18,False,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.200160128102482,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1335,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0
000D3A26B5B080DF11E7532442795391,7,1,1249,200,0,10.0,0.0,12.0,1.0,12.0,0.0,9.0,1.0,12.0,15.0,4.0,76.0,1.0,1.0,18,False,25368.0,38.0,149.0,0.0,15.0,6.0,6.0,0.16012810248198558,0.0,164.0,0.0,1.0,1.0,0.0,0.0,164.0,19.88888888888889,3.0,0.0,0.0,0.0,141.0,20.0,0.0,5130.0,8.817364459739693,179.0,3110,0.0,4.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,164.0,1747.0,1.0
000D3A26B5B080E011E75E4C15A0F905,7,1,799,200,0,11.0,1.0,25.0,3.0,27.0,1.0,14.0,1.0,12.0,23.0,6.0,124.0,5.0,1.0,16,False,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.2503128911138924,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2980,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,6.0
000D3A26B5B080E111E778EE57BC5418,7,1,799,200,0,25.0,0.0,35.0,3.0,36.0,0.0,15.0,8.0,16.0,36.0,6.0,180.0,6.0,2.0,18,False,12764.0,22.0,70.0,0.0,0.0,5.0,5.0,0.2503128911138924,0.0,70.0,0.0,1.0,1.0,0.0,0.0,70.0,10.0,0.0,0.0,0.0,0.0,8.0,33.0,29.0,1585.0,23.356461055008786,90.0,3390,0.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,70.0,3911.0,11.0
000D3A26B5B080E111E78805A77CB9C2,5,1,699,150,0,37.0,0.0,102.0,9.0,107.0,0.0,13.0,14.0,44.0,118.0,23.0,467.0,17.0,1.0,18,False,6879.0,18.0,40.0,0.0,4.0,2.0,5.0,0.2145922746781116,0.0,44.0,0.0,1.0,1.0,4.0,31.0,9.0,5.555555555555555,9.0,9.0,12.0,6.0,0.0,8.0,0.0,1007.0,5.734669251321915,50.0,2475,0.0,3.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,44.0,460.0,27.0
000D3A26B5B080E111E78805A77CB9C2,7,1,1149,200,0,37.0,0.0,102.0,9.0,107.0,0.0,13.0,14.0,44.0,118.0,23.0,467.0,17.0,1.0,18,False,6879.0,18.0,40.0,0.0,4.0,2.0,5.0,0.17406440382941687,0.0,44.0,0.0,1.0,1.0,4.0,31.0,9.0,5.555555555555555,9.0,9.0,12.0,6.0,0.0,8.0,0.0,1007.0,5.734669251321915,50.0,2475,0.0,3.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,44.0,460.0,27.0
000D3A26B5B080E111E792E2466C621A,6,1,599,25,0,13.0,0.0,11.0,3.0,12.0,0.0,7.0,2.0,10.0,21.0,4.0,83.0,3.0,1.0,18,True,5012.0,19.0,21.0,0.0,9.0,6.0,7.0,0.041736227045075125,0.1,30.0,0.0,1.0,1.0,0.0,0.0,30.0,13.666666666666666,3.0,4.0,0.0,14.0,9.0,0.0,0.0,1193.0,14.305066895408348,123.0,1675,0.0,2.0,1.0,2.0,0.0,2.0,5.0,2.0,0.0,30.0,916.0,4.0
000D3A26B5B080EA11E7A6922424B553,7,1,799,200,0,27.0,3.0,45.0,4.0,46.0,2.0,14.0,18.0,32.0,42.0,37.0,270.0,6.0,1.0,18,True,12689.0,14.0,0.0,0.0,53.0,7.0,4.0,0.2503128911138924,0.5,53.0,0.0,1.0,0.0,0.0,0.0,53.0,6.444444444444445,5.0,5.0,4.0,22.0,17.0,0.0,0.0,1688.0,24.58783979890129,58.0,2875,0.5,1.0,6.0,0.0,16.0,2.0,0.0,2.0,0.0,53.0,4196.0,8.0
000D3A26B5B080EA11E7A6922424B553,7,1,1249,200,0,27.0,3.0,45.0,4.0,46.0,2.0,14.0,18.0,32.0,42.0,37.0,270.0,6.0,1.0,18,True,12689.0,14.0,0.0,0.0,53.0,7.0,4.0,0.16012810248198558,0.5,53.0,0.0,1.0,0.0,0.0,0.0,53.0,6.444444444444445,5.0,5.0,4.0,22.0,17.0,0.0,0.0,1688.0,24.58783979890129,58.0,2875,0.5,1.0,6.0,0.0,16.0,2.0,0.0,2.0,0.0,53.0,4196.0,8.0
